,item
36075,dessert
36076,butter
36077,hygiene articles
36078,detergent
36079,frozen vegetables
36080,newspapers
36081,napkins
36082,canned fish
36083,shopping bags
36084,sugar
36085,fruit/vegetable juice
36086,soda
36087,candy
36088,candy
36089,chocolate
36090,flour
36091,shopping bags
36092,white bread
36093,fruit/vegetable juice
36094,shopping bags
36095,whipped/sour cream
36096,newspapers
36097,soda
36098,pastry
36099,whole milk
36100,brown bread
36101,brown bread
36102,UHT-milk
36103,bottled water
36104,brown bread
36105,canned vegetables
36106,chocolate
36107,shopping bags
36108,long life bakery product
36109,canned vegetables
36110,whipped/sour cream
36111,baking powder
36112,specialty chocolate
36113,soda
36114,pastry
36115,oil
36116,fruit/vegetable juice
36117,canned fish
36118,chocolate
36119,herbs
36120,hard cheese
36121,brown bread
36122,canned beer
36123,seasonal products
36124,canned vegetables
36125,hygiene articles
36126,specialty chocolate
36127,whipped/sour cream
36128,butter milk
36129,domestic eggs
36130,skin care
36131,margarine
36132,cat food
36133,chocolate marshmallow
36134,baking powder
36135,condensed milk
36136,pastry
36137,yogurt
36138,newspapers
36139,whipped/sour cream
36140,spread cheese
36141,margarine
36142,chocolate
36143,soda
36144,pickled vegetables
36145,napkins
36146,margarine
36147,waffles
36148,salty snack
36149,soda
36150,semi-finished bread
36151,rolls/buns
36152,frozen vegetables
36153,zwieback
36154,mustard
36155,soda
36156,yogurt
36157,rolls/buns
36158,rolls/buns
36159,bottled water
36160,chewing gum
36161,detergent
36162,bottled beer
36163,white wine
36164,hard cheese
36165,salty snack
36166,bottled beer
36167,frozen vegetables
36168,UHT-milk
36169,seasonal products
36170,long life bakery product
36171,long life bakery product
36172,newspapers
36173,mustard
36174,whipped/sour cream
36175,candy
36176,whipped/sour cream
36177,yogurt
36178,rolls/buns
36179,soft cheese
36180,cream cheese 
36181,zwieback
36182,pot plants
36183,coffee
36184,oil
36185,yogurt
36186,semi-finished bread
36187,canned beer
36188,skin care
36189,newspapers
36190,long life bakery product
36191,white bread
36192,dessert
36193,soda
36194,seasonal products
36195,frozen vegetables
36196,bottled water
36197,sliced cheese
36198,hygiene articles
36199,hygiene articles
36200,spread cheese
36201,UHT-milk
36202,newspapers
36203,beverages
36204,brown bread
36205,soda
36206,waffles
36207,soft cheese
36208,whole milk
36209,soda
36210,flour
36211,salty snack
36212,curd
36213,chocolate marshmallow
36214,newspapers
36215,cat food
36216,dog food
36217,other vegetables
36218,frozen vegetables
36219,rolls/buns
36220,coffee
36221,napkins
36222,mayonnaise
36223,shopping bags
36224,yogurt
36225,bottled beer
36226,shopping bags
36227,semi-finished bread
36228,chocolate
36229,soda
36230,brown bread
36231,sliced cheese
36232,salty snack
36233,whipped/sour cream
36234,misc. beverages
36235,frozen vegetables
36236,canned beer
36237,seasonal products
36238,domestic eggs
36239,frozen meals
36240,frozen potato products
36241,UHT-milk
36242,bottled water
36243,whole milk
36244,pastry
36245,photo/film
36246,rolls/buns
36247,canned beer
36248,sugar
36249,pot plants
36250,yogurt
36251,whole milk
36252,liquor
36253,UHT-milk
36254,whole milk
36255,pastry
36256,yogurt
36257,soda
36258,canned beer
36259,frozen vegetables
36260,napkins
36261,long life bakery product
36262,dental care
36263,misc. beverages
36264,condensed milk
36265,brown bread
36266,hygiene articles
36267,soda
36268,artif. sweetener
36269,white bread
36270,nut snack
36271,cream cheese 
36272,soups
36273,detergent
36274,dog food
36275,sliced cheese
36276,domestic eggs
36277,domestic eggs
36278,oil
36279,soda
36280,margarine
36281,soda
36282,napkins
36283,detergent
36284,specialty bar
36285,rolls/buns
36286,rolls/buns
36287,margarine
36288,sugar
36289,jam
36290,sauces
36291,hygiene articles
36292,shopping bags
36293,fruit/vegetable juice
36294,domestic eggs
36295,bottled beer
36296,roll products 
36297,dishes
36298,female sanitary products
36299,shopping bags
36300,candy
36301,shopping bags
36302,candles
36303,soda
36304,canned beer
36305,salty snack
36306,soda
36307,fruit/vegetable juice
36308,shopping bags
36309,hard cheese
36310,canned vegetables
36311,shopping bags
36312,rolls/buns
36313,pot plants
36314,sliced cheese
36315,chocolate
36316,frozen vegetables
36317,bottled water
36318,organic products
36319,newspapers
36320,white bread
36321,hard cheese
36322,candles
36323,margarine
36324,bottled beer
36325,dishes
36326,rolls/buns
36327,kitchen towels
36328,misc. beverages
36329,white bread
36330,chocolate
36331,soups
36332,canned beer
36333,bottled water
36334,shopping bags
36335,rolls/buns
36336,whole milk
36337,cream cheese 
36338,shopping bags
36339,rolls/buns
36340,rolls/buns
36341,margarine
36342,flower (seeds)
36343,oil
36344,canned beer
36345,Instant food products
36346,misc. beverages
36347,newspapers
36348,rolls/buns
36349,detergent
36350,oil
36351,sugar
36352,whipped/sour cream
36353,dishes
36354,margarine
36355,brown bread
36356,rice
36357,newspapers
36358,shopping bags
36359,house keeping products
36360,chocolate
36361,sugar
36362,canned fish
36363,sauces
36364,detergent
36365,fruit/vegetable juice
36366,misc. beverages
36367,soda
36368,mustard
36369,other vegetables
36370,yogurt
36371,misc. beverages
36372,canned vegetables
36373,oil
36374,long life bakery product
36375,misc. beverages
36376,yogurt
36377,soda
36378,yogurt
36379,semi-finished bread
36380,meat spreads
36381,misc. beverages
36382,bottled water
36383,bottled water
36384,sugar
36385,other vegetables
36386,misc. beverages
36387,sweet spreads
36388,soda
36389,pastry
36390,roll products 
36391,napkins
36392,salty snack
36393,sugar
36394,butter milk
36395,candy
36396,hygiene articles
36397,pastry
36398,soda
36399,yogurt
36400,napkins
36401,bottled water
36402,sweet spreads
36403,chocolate
36404,butter
36405,whole milk
36406,semi-finished bread
36407,rolls/buns
36408,newspapers
36409,newspapers
36410,hygiene articles
36411,semi-finished bread
36412,pot plants
36413,shopping bags
36414,bottled water
36415,brown bread
36416,domestic eggs
36417,bottled water
36418,cream cheese 
36419,newspapers
36420,cereals
36421,cream cheese 
36422,butter
36423,bottled water
36424,white bread
36425,dessert
36426,beverages
36427,mustard
36428,cream cheese 
36429,yogurt
36430,semi-finished bread
36431,margarine
36432,soda
36433,flour
36434,bottled water
36435,rolls/buns
36436,mustard
36437,other vegetables
36438,long life bakery product
36439,soda
36440,flour
36441,flour
36442,rice
36443,canned fish
36444,cream cheese 
36445,specialty chocolate
36446,brown bread
36447,fruit/vegetable juice
36448,napkins
36449,napkins
36450,sliced cheese
36451,mustard
36452,curd
36453,soda
36454,whole milk
36455,pastry
36456,butter
36457,tea
36458,butter
36459,yogurt
36460,canned vegetables
36461,mayonnaise
36462,butter
36463,rolls/buns
36464,margarine
36465,sliced cheese
36466,baking powder
36467,rice
36468,whole milk
36469,frozen fish
36470,domestic eggs
36471,napkins
36472,cat food
36473,cling film/bags
36474,yogurt
36475,bottled beer
36476,hygiene articles
36477,herbs
36478,curd
36479,cereals
36480,napkins
36481,bottled water
36482,coffee
36483,rolls/buns
36484,detergent
36485,fruit/vegetable juice
36486,shopping bags
36487,fruit/vegetable juice
36488,soda
36489,domestic eggs
36490,canned fruit
36491,pickled vegetables
36492,brown bread
36493,napkins
36494,salt
36495,bottled water
36496,candy
36497,dish cleaner
36498,baking powder
36499,zwieback
36500,candy
36501,bottled water
36502,salty snack
36503,soda
36504,frozen meals
36505,rolls/buns
36506,waffles
36507,fruit/vegetable juice
36508,waffles
36509,hygiene articles
36510,margarine
36511,frozen meals
36512,baking powder
36513,shopping bags
36514,bottled water
36515,cereals
36516,other vegetables
36517,fruit/vegetable juice
36518,cling film/bags
36519,fruit/vegetable juice
36520,napkins
36521,cling film/bags
36522,Instant food products
36523,dishes
36524,waffles
36525,long life bakery product
36526,hard cheese
36527,rolls/buns
36528,mayonnaise
36529,fruit/vegetable juice
36530,rolls/buns
36531,misc. beverages
36532,coffee
36533,white bread
36534,rolls/buns
36535,canned beer
36536,white wine
36537,sauces
36538,hygiene articles
36539,newspapers
36540,fruit/vegetable juice
36541,napkins
36542,bottled beer
36543,pastry
36544,newspapers
36545,meat spreads
36546,sugar
36547,coffee
36548,domestic eggs
36549,salt
36550,rolls/buns
36551,whole milk
36552,baking powder
36553,salty snack
36554,coffee
36555,newspapers
36556,ketchup
36557,newspapers
36558,waffles
36559,popcorn
36560,cleaner
36561,shopping bags
36562,napkins
36563,chocolate
36564,shopping bags
36565,specialty cheese
36566,shopping bags
36567,newspapers
36568,specialty bar
36569,fruit/vegetable juice
36570,oil
36571,liqueur
36572,dishes
36573,sugar
36574,brown bread
36575,zwieback
36576,flour
36577,margarine
36578,frozen vegetables
36579,rolls/buns
36580,soda
36581,shopping bags
36582,soda
36583,whipped/sour cream
36584,cat food
36585,pastry
36586,root vegetables
36587,whipped/sour cream
36588,chocolate
36589,rolls/buns
36590,whole milk
36591,salty snack
36592,white bread
36593,shopping bags
36594,bottled beer
36595,bottled beer
36596,cake bar
36597,coffee
36598,hard cheese
36599,soft cheese
36600,whole milk
36601,yogurt
36602,rolls/buns
36603,shopping bags
36604,domestic eggs
36605,coffee
36606,flour
36607,newspapers
36608,shopping bags
36609,shopping bags
36610,bathroom cleaner
36611,napkins
36612,whipped/sour cream
36613,dessert
36614,soft cheese
36615,shopping bags
36616,detergent
36617,chocolate
36618,sugar
36619,canned fish
36620,hard cheese
36621,bottled beer
36622,butter milk
36623,detergent
36624,dishes
36625,pastry
36626,rolls/buns
36627,napkins
36628,domestic eggs
36629,bottled beer
36630,sliced cheese
36631,yogurt
36632,chocolate
36633,shopping bags
36634,newspapers
36635,vinegar
36636,mustard
36637,dishes
36638,chewing gum
36639,bottled beer
36640,fruit/vegetable juice
36641,soda
36642,soda
36643,chocolate
36644,misc. beverages
36645,specialty bar
36646,sugar
36647,whole milk
36648,pudding powder
36649,whipped/sour cream
36650,other vegetables
36651,newspapers
36652,sugar
36653,baking powder
36654,hard cheese
36655,newspapers
36656,whipped/sour cream
36657,other vegetables
36658,napkins
36659,salty snack
36660,pudding powder
36661,specialty bar
36662,bottled beer
36663,soda
36664,shopping bags
36665,rolls/buns
36666,newspapers
36667,chocolate
36668,semi-finished bread
36669,shopping bags
36670,shopping bags
36671,shopping bags
36672,shopping bags
36673,hygiene articles
36674,napkins
36675,chocolate
36676,pickled vegetables
36677,shopping bags
36678,light bulbs
36679,bottled water
36680,brown bread
36681,sugar
36682,specialty cheese
36683,newspapers
36684,bottled beer
36685,curd
36686,soda
36687,butter milk
36688,specialty chocolate
36689,bottled water
36690,pet care
36691,rolls/buns
36692,beverages
36693,packaged fruit/vegetables
36694,sweet spreads
36695,soft cheese
36696,whipped/sour cream
36697,pet care
36698,male cosmetics
36699,shopping bags
36700,shopping bags
36701,cleaner
36702,chocolate
36703,newspapers
36704,white wine
36705,soda
36706,domestic eggs
36707,shopping bags
36708,nut snack
36709,oil
36710,mayonnaise
36711,shopping bags
36712,fruit/vegetable juice
36713,shopping bags
36714,shopping bags
36715,shopping bags
36716,shopping bags
36717,sweet spreads
36718,red/blush wine
36719,chewing gum
36720,detergent
36721,other vegetables
36722,dishes
36723,whipped/sour cream
36724,butter
36725,meat spreads
36726,bottled beer
36727,pastry
36728,fruit/vegetable juice
36729,whipped/sour cream
36730,rolls/buns
36731,soft cheese
36732,pastry
36733,honey
36734,bottled water
36735,spread cheese
36736,candy
36737,packaged fruit/vegetables
36738,canned beer
36739,chocolate
36740,fruit/vegetable juice
36741,soda
36742,coffee
36743,mayonnaise
36744,butter
36745,cereals
36746,rolls/buns
36747,waffles
36748,fruit/vegetable juice
36749,fruit/vegetable juice
36750,misc. beverages
36751,whole milk
36752,fruit/vegetable juice
36753,soda
36754,sugar
36755,sugar
36756,cat food
36757,butter
36758,chocolate
36759,soda
36760,specialty bar
36761,soda
36762,cling film/bags
36763,waffles
36764,female sanitary products
36765,pastry
36766,dental care
36767,misc. beverages
36768,soft cheese
36769,brown bread
36770,frozen meals
36771,bottled water
36772,soda
36773,cling film/bags
36774,mayonnaise
36775,frozen fish
36776,other vegetables
36777,canned vegetables
36778,fruit/vegetable juice
36779,pasta
36780,whipped/sour cream
36781,shopping bags
36782,margarine
36783,tea
36784,soda
36785,other vegetables
36786,fruit/vegetable juice
36787,yogurt
36788,flour
36789,soups
36790,onions
36791,brown bread
36792,domestic eggs
36793,soda
36794,brown bread
36795,brown bread
36796,margarine
36797,artif. sweetener
36798,bottled beer
36799,canned beer
36800,snack products
36801,meat spreads
36802,oil
36803,margarine
36804,oil
36805,chewing gum
36806,soda
36807,rolls/buns
36808,yogurt
36809,domestic eggs
36810,napkins
36811,whole milk
36812,domestic eggs
36813,napkins
36814,whipped/sour cream
36815,rolls/buns
36816,fruit/vegetable juice
36817,frozen meals
36818,rum
36819,whipped/sour cream
36820,brown bread
36821,long life bakery product
36822,dish cleaner
36823,pot plants
36824,yogurt
36825,candy
36826,whole milk
36827,cat food
36828,chocolate
36829,liquor
36830,yogurt
36831,soda
36832,rolls/buns
36833,processed cheese
36834,white bread
36835,domestic eggs
36836,napkins
36837,frozen meals
36838,candles
36839,soda
36840,cat food
36841,yogurt
36842,salty snack
36843,sliced cheese
36844,soda
36845,sugar
36846,flour
36847,whole milk
36848,frozen vegetables
36849,soap
36850,pasta
36851,whole milk
36852,margarine
36853,specialty cheese
36854,whipped/sour cream
36855,candy
36856,butter
36857,frozen potato products
36858,pastry
36859,dessert
36860,frozen meals
36861,UHT-milk
36862,dessert
36863,onions
36864,semi-finished bread
36865,napkins
36866,beverages
36867,sugar
36868,margarine
36869,UHT-milk
36870,whipped/sour cream
36871,oil
36872,pot plants
36873,bottled beer
36874,frozen vegetables
36875,hard cheese
36876,sugar
36877,newspapers
36878,soda
36879,condensed milk
36880,yogurt
36881,margarine
36882,cream cheese 
36883,soda
36884,whipped/sour cream
36885,domestic eggs
36886,dessert
36887,cat food
36888,cling film/bags
36889,pastry
36890,specialty bar
36891,rolls/buns
36892,whole milk
36893,canned beer
36894,female sanitary products
36895,butter
36896,shopping bags
36897,rolls/buns
36898,whole milk
36899,candles
36900,soda
36901,chocolate marshmallow
36902,oil
36903,hygiene articles
36904,white bread
36905,brown bread
36906,bottled beer
36907,yogurt
36908,flour
36909,yogurt
36910,white bread
36911,packaged fruit/vegetables
36912,newspapers
36913,sparkling wine
36914,chocolate marshmallow
36915,seasonal products
36916,hard cheese
36917,whole milk
36918,soda
36919,kitchen towels
36920,long life bakery product
36921,packaged fruit/vegetables
36922,cereals
36923,fruit/vegetable juice
36924,canned fish
36925,yogurt
36926,hard cheese
36927,brown bread
36928,newspapers
36929,newspapers
36930,other vegetables
36931,rolls/buns
36932,whole milk
36933,frozen vegetables
36934,hygiene articles
36935,whipped/sour cream
36936,root vegetables
36937,bottled water
36938,napkins
36939,specialty chocolate
36940,candy
36941,margarine
36942,rolls/buns
36943,pot plants
36944,pastry
36945,mustard
36946,domestic eggs
36947,specialty chocolate
